post_id,published_date,platform,topic,content_type,text,sentiment_score,sentiment_label,reach,likes,comments,shares,saves,engagement_rate
698,2026-08-07,Instagram,data analytics,text,clear financial education for data analytics #dataanalytics,1,Positive,1202,68,13,14,8,8.57
699,2026-06-25,X,fintech,text,product feature overview for fintech #fintech,0,Neutral,555,23,11,2,6,7.57
700,2026-02-15,Instagram,marketing,video,trusted customer service for marketing #marketing,1,Positive,2359,155,27,66,24,11.53
701,2026-03-12,TikTok,fintech,image,clear financial education for fintech #fintech,1,Positive,2003,162,41,35,24,13.08
702,2026-05-17,Facebook,ecommerce,short,clear financial education for ecommerce #ecommerce,1,Positive,1166,105,9,13,16,12.26
703,2026-07-11,Instagram,personal finance,image,slow support problem for personal finance #personalfinance,-2,Negative,1243,90,18,23,8,11.18
704,2026-02-20,TikTok,small business,short,new campaign update for small business #smallbusiness,0,Neutral,2131,177,22,20,14,10.93
705,2026-04-05,Instagram,small business,carousel,clear financial education for small business #smallbusiness,1,Positive,1691,116,19,30,11,10.41
706,2026-07-30,X,personal finance,video,new campaign update for personal finance #personalfinance,0,Neutral,996,54,21,24,13,11.24
707,2026-04-22,LinkedIn,mobile money,short,slow support problem for mobile money #mobilemoney,-2,Negative,1015,59,19,16,2,9.46
708,2026-07-23,Facebook,data analytics,video,fast mobile money growth for data analytics #dataanalytics,2,Positive,1528,133,13,6,20,11.26
709,2026-08-19,Instagram,personal finance,text,slow support problem for personal finance #personalfinance,-2,Negative,802,24,5,6,8,5.36
710,2026-07-16,TikTok,marketing,carousel,new campaign update for marketing #marketing,0,Neutral,2069,179,17,27,33,12.37
711,2026-03-07,LinkedIn,mobile money,text,smart data analytics for mobile money #mobilemoney,1,Positive,1225,81,16,5,4,8.65
712,2026-03-31,X,mobile money,video,smart data analytics for mobile money #mobilemoney,1,Positive,1225,85,25,28,15,12.49
713,2026-05-17,LinkedIn,personal finance,short,simple dashboard insights for personal finance #personalfinance,1,Positive,1706,180,37,39,14,15.83
714,2026-02-03,TikTok,ecommerce,video,expensive campaign loss for ecommerce #ecommerce,-2,Negative,2224,129,53,39,27,11.15
715,2026-07-18,Instagram,mobile money,carousel,confusing user journey for mobile money #mobilemoney,-1,Negative,1033,59,20,5,12,9.29
716,2026-06-15,X,marketing,video,simple dashboard insights for marketing #marketing,1,Positive,1227,53,13,28,12,8.64
717,2026-02-10,LinkedIn,fintech,image,trusted customer service for fintech #fintech,1,Positive,1031,30,12,20,4,6.4
718,2026-05-13,Facebook,mobile money,image,weekly market note for mobile money #mobilemoney,0,Neutral,867,42,10,12,5,7.96
719,2026-06-23,Instagram,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,2064,179,14,18,29,11.63
720,2026-04-04,X,data analytics,short,trusted customer service for data analytics #dataanalytics,1,Positive,1334,89,26,13,19,11.02
721,2026-08-29,Facebook,mobile money,image,simple dashboard insights for mobile money #mobilemoney,1,Positive,1259,98,21,23,9,11.99
722,2026-08-14,TikTok,marketing,carousel,clear financial education for marketing #marketing,1,Positive,2256,229,20,49,33,14.67
723,2026-02-20,Facebook,small business,short,smart data analytics for small business #smallbusiness,1,Positive,1218,107,18,22,5,12.48
724,2026-07-22,LinkedIn,personal finance,image,brand awareness post for personal finance #personalfinance,0,Neutral,907,68,10,3,4,9.37
725,2026-03-03,TikTok,personal finance,image,customer feedback summary for personal finance #personalfinance,0,Neutral,1879,77,8,25,29,7.4
726,2026-05-17,X,small business,video,new campaign update for small business #smallbusiness,0,Neutral,1170,69,17,25,14,10.68
727,2026-08-15,Instagram,fintech,video,clear financial education for fintech #fintech,1,Positive,2344,224,15,47,5,12.41
728,2026-09-18,Instagram,fintech,image,expensive campaign loss for fintech #fintech,-2,Negative,914,51,21,8,8,9.63
729,2026-04-10,TikTok,ecommerce,image,clear financial education for ecommerce #ecommerce,1,Positive,2204,181,41,35,25,12.79
730,2026-07-26,TikTok,personal finance,video,fast mobile money growth for personal finance #personalfinance,2,Positive,3074,107,58,51,8,7.29
731,2026-01-03,LinkedIn,mobile money,video,weekly market note for mobile money #mobilemoney,0,Neutral,1190,56,5,17,16,7.9
732,2026-08-10,TikTok,marketing,short,weak engagement result for marketing #marketing,-1,Negative,1922,99,22,35,18,9.05
733,2026-04-11,LinkedIn,fintech,image,trusted customer service for fintech #fintech,1,Positive,1130,40,19,5,13,6.81
734,2026-05-27,Instagram,fintech,video,weekly market note for fintech #fintech,0,Neutral,1998,159,26,9,33,11.36
735,2026-08-24,Facebook,personal finance,short,product feature overview for personal finance #personalfinance,0,Neutral,1035,76,7,5,8,9.28
736,2026-04-30,Facebook,ecommerce,video,fast mobile money growth for ecommerce #ecommerce,2,Positive,1457,131,7,14,20,11.81
737,2026-03-10,Instagram,data analytics,short,smart data analytics for data analytics #dataanalytics,1,Positive,1824,92,27,48,23,10.42
738,2026-07-04,TikTok,personal finance,text,expensive campaign loss for personal finance #personalfinance,-2,Negative,921,66,15,7,7,10.31
739,2026-08-07,Facebook,data analytics,carousel,smart data analytics for data analytics #dataanalytics,1,Positive,1287,125,14,26,19,14.3
740,2026-02-02,TikTok,mobile money,carousel,new campaign update for mobile money #mobilemoney,0,Neutral,2068,130,28,31,10,9.62
741,2026-03-18,Instagram,ecommerce,carousel,confusing user journey for ecommerce #ecommerce,-1,Negative,1015,52,20,19,7,9.66
742,2026-04-03,Facebook,mobile money,text,weekly market note for mobile money #mobilemoney,0,Neutral,591,51,4,4,7,11.17
743,2026-02-23,LinkedIn,mobile money,video,confusing user journey for mobile money #mobilemoney,-1,Negative,1004,41,20,17,10,8.76
744,2026-03-29,Instagram,ecommerce,text,smart data analytics for ecommerce #ecommerce,1,Positive,1179,38,8,5,16,5.68
745,2026-07-14,LinkedIn,personal finance,image,smart data analytics for personal finance #personalfinance,1,Positive,838,46,20,8,7,9.67
746,2026-03-24,Instagram,personal finance,carousel,product feature overview for personal finance #personalfinance,0,Neutral,1749,113,23,19,20,10.01
747,2026-01-24,TikTok,ecommerce,carousel,weekly market note for ecommerce #ecommerce,0,Neutral,1593,132,17,6,20,10.99
748,2026-05-22,TikTok,small business,video,slow support problem for small business #smallbusiness,-2,Negative,1881,135,7,11,16,8.98
749,2026-05-14,TikTok,marketing,text,new campaign update for marketing #marketing,0,Neutral,992,47,16,6,12,8.17
750,2026-07-04,X,personal finance,carousel,weekly market note for personal finance #personalfinance,0,Neutral,839,48,18,15,12,11.08
751,2026-08-23,X,fintech,short,confusing user journey for fintech #fintech,-1,Negative,899,58,20,4,7,9.9
752,2026-08-01,Facebook,data analytics,short,weak engagement result for data analytics #dataanalytics,-1,Negative,896,53,20,10,15,10.94
753,2026-02-10,Instagram,fintech,image,slow support problem for fintech #fintech,-2,Negative,1044,36,22,16,16,8.62
754,2026-01-10,Instagram,fintech,image,product feature overview for fintech #fintech,0,Neutral,1231,74,24,5,15,9.59
755,2026-09-11,Facebook,small business,short,new campaign update for small business #smallbusiness,0,Neutral,1061,88,12,25,6,12.35
756,2026-08-23,LinkedIn,marketing,carousel,trusted customer service for marketing #marketing,1,Positive,1400,119,25,23,6,12.36
757,2026-05-09,Facebook,ecommerce,text,trusted customer service for ecommerce #ecommerce,1,Positive,922,63,8,7,5,9.0
758,2026-06-15,LinkedIn,marketing,text,customer feedback summary for marketing #marketing,0,Neutral,421,21,5,1,4,7.36
759,2026-02-21,TikTok,mobile money,image,fast mobile money growth for mobile money #mobilemoney,2,Positive,2041,153,25,10,33,10.83
760,2026-04-27,LinkedIn,data analytics,text,new campaign update for data analytics #dataanalytics,0,Neutral,220,14,3,1,2,9.09
761,2026-05-13,Facebook,mobile money,video,trusted customer service for mobile money #mobilemoney,1,Positive,1641,73,21,37,8,8.47
762,2026-06-12,LinkedIn,data analytics,short,simple dashboard insights for data analytics #dataanalytics,1,Positive,1678,77,19,33,17,8.7
763,2026-04-22,X,data analytics,text,weak engagement result for data analytics #dataanalytics,-1,Negative,255,8,2,1,4,5.88
764,2026-02-04,X,small business,image,customer feedback summary for small business #smallbusiness,0,Neutral,809,58,10,5,10,10.26
765,2026-03-06,LinkedIn,fintech,video,clear financial education for fintech #fintech,1,Positive,1752,170,13,43,27,14.44
766,2026-01-19,Instagram,small business,text,new campaign update for small business #smallbusiness,0,Neutral,910,66,12,12,6,10.55
767,2026-07-01,LinkedIn,mobile money,video,slow support problem for mobile money #mobilemoney,-2,Negative,1023,75,7,24,17,12.02
768,2026-01-25,Facebook,small business,video,new campaign update for small business #smallbusiness,0,Neutral,1365,119,24,33,8,13.48
769,2026-08-29,Instagram,mobile money,image,smart data analytics for mobile money #mobilemoney,1,Positive,1603,125,19,12,23,11.17
770,2026-04-13,TikTok,data analytics,image,weekly market note for data analytics #dataanalytics,0,Neutral,1768,131,41,8,31,11.93
771,2026-02-16,Instagram,marketing,image,new campaign update for marketing #marketing,0,Neutral,1394,80,28,14,9,9.4
772,2026-03-15,LinkedIn,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,1217,73,14,7,11,8.63
773,2026-05-01,Facebook,marketing,image,smart data analytics for marketing #marketing,1,Positive,1002,30,4,10,12,5.59
774,2026-08-31,Instagram,small business,image,expensive campaign loss for small business #smallbusiness,-2,Negative,1232,49,27,19,21,9.42
775,2026-06-17,Instagram,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,1872,137,23,37,25,11.86
776,2026-08-21,TikTok,ecommerce,video,smart data analytics for ecommerce #ecommerce,1,Positive,2879,125,52,45,17,8.3
777,2026-02-06,X,fintech,short,trusted customer service for fintech #fintech,1,Positive,1366,75,9,12,7,7.54
778,2026-08-18,LinkedIn,ecommerce,short,slow support problem for ecommerce #ecommerce,-2,Negative,984,37,22,24,13,9.76
779,2026-03-16,TikTok,marketing,carousel,smart data analytics for marketing #marketing,1,Positive,2538,93,32,12,40,6.97
780,2026-01-18,X,small business,carousel,simple dashboard insights for small business #smallbusiness,1,Positive,828,63,11,19,5,11.84
781,2026-05-22,Instagram,small business,video,trusted customer service for small business #smallbusiness,1,Positive,2245,151,9,21,12,8.6
782,2026-02-06,LinkedIn,small business,video,smart data analytics for small business #smallbusiness,1,Positive,1627,151,12,7,26,12.05
783,2026-01-17,Instagram,marketing,text,clear financial education for marketing #marketing,1,Positive,1095,46,5,2,17,6.39
784,2026-01-03,LinkedIn,fintech,carousel,smart data analytics for fintech #fintech,1,Positive,1493,44,12,10,23,5.96
785,2026-06-05,Facebook,mobile money,short,trusted customer service for mobile money #mobilemoney,1,Positive,1635,57,25,15,4,6.18
786,2026-08-27,Instagram,fintech,text,trusted customer service for fintech #fintech,1,Positive,1467,104,33,6,14,10.7
787,2026-06-06,TikTok,mobile money,carousel,customer feedback summary for mobile money #mobilemoney,0,Neutral,1949,82,34,24,7,7.54
788,2026-08-01,TikTok,mobile money,text,fast mobile money growth for mobile money #mobilemoney,2,Positive,1298,102,10,5,11,9.86
789,2026-06-20,LinkedIn,mobile money,text,smart data analytics for mobile money #mobilemoney,1,Positive,1034,103,15,6,8,12.77
790,2026-03-02,X,fintech,text,brand awareness post for fintech #fintech,0,Neutral,794,21,18,6,5,6.3
791,2026-02-10,Facebook,data analytics,carousel,new campaign update for data analytics #dataanalytics,0,Neutral,673,57,10,14,3,12.48
792,2026-04-04,LinkedIn,data analytics,video,new campaign update for data analytics #dataanalytics,0,Neutral,1626,97,9,22,18,8.98
793,2026-02-21,Facebook,personal finance,video,brand awareness post for personal finance #personalfinance,0,Neutral,1223,74,5,28,18,10.22
794,2026-06-17,X,fintech,text,risky payment delay for fintech #fintech,-1,Negative,451,9,2,1,5,3.77
795,2026-05-20,LinkedIn,marketing,carousel,risky payment delay for marketing #marketing,-1,Negative,708,20,5,7,5,5.23
796,2026-05-25,TikTok,marketing,text,product feature overview for marketing #marketing,0,Neutral,1145,70,27,16,2,10.04
797,2026-04-15,TikTok,ecommerce,short,simple dashboard insights for ecommerce #ecommerce,1,Positive,2894,144,50,59,27,9.68
798,2026-05-18,TikTok,ecommerce,carousel,clear financial education for ecommerce #ecommerce,1,Positive,2309,189,13,32,10,10.57
799,2026-02-25,X,ecommerce,image,trusted customer service for ecommerce #ecommerce,1,Positive,778,45,17,6,3,9.13
800,2026-01-23,X,fintech,short,expensive campaign loss for fintech #fintech,-2,Negative,961,56,16,10,7,9.26
801,2026-07-03,Instagram,fintech,short,clear financial education for fintech #fintech,1,Positive,1977,90,38,39,16,9.26
802,2026-04-14,TikTok,marketing,text,simple dashboard insights for marketing #marketing,1,Positive,1231,123,25,11,3,13.16
803,2026-07-09,Facebook,fintech,image,fast mobile money growth for fintech #fintech,2,Positive,407,21,6,2,6,8.6
804,2026-03-09,TikTok,fintech,text,slow support problem for fintech #fintech,-2,Negative,1246,28,17,14,12,5.7
805,2026-03-21,LinkedIn,marketing,text,fast mobile money growth for marketing #marketing,2,Positive,896,69,13,10,9,11.27
806,2026-06-12,TikTok,small business,short,new campaign update for small business #smallbusiness,0,Neutral,2099,176,8,41,28,12.05
807,2026-01-30,Instagram,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,2119,66,26,15,18,5.9
808,2026-01-13,TikTok,marketing,video,product feature overview for marketing #marketing,0,Neutral,2867,90,28,45,14,6.17
809,2026-02-16,Facebook,fintech,text,risky payment delay for fintech #fintech,-1,Negative,397,11,6,3,3,5.79
810,2026-05-14,Facebook,small business,text,smart data analytics for small business #smallbusiness,1,Positive,552,17,7,2,7,5.98
811,2026-08-15,X,small business,carousel,smart data analytics for small business #smallbusiness,1,Positive,1006,88,16,3,4,11.03
812,2026-05-19,LinkedIn,ecommerce,text,simple dashboard insights for ecommerce #ecommerce,1,Positive,434,35,6,6,0,10.83
813,2026-07-30,Instagram,small business,video,product feature overview for small business #smallbusiness,0,Neutral,1929,141,32,44,15,12.03
814,2026-08-09,X,data analytics,short,expensive campaign loss for data analytics #dataanalytics,-2,Negative,615,34,11,14,8,10.89
815,2026-01-23,TikTok,marketing,short,smart data analytics for marketing #marketing,1,Positive,2788,85,31,17,28,5.77
816,2026-08-29,LinkedIn,fintech,text,fast mobile money growth for fintech #fintech,2,Positive,840,52,10,12,6,9.52
817,2026-02-04,Instagram,marketing,image,confusing user journey for marketing #marketing,-1,Negative,909,27,10,11,2,5.5
818,2026-04-22,X,small business,text,confusing user journey for small business #smallbusiness,-1,Negative,483,10,2,1,7,4.14
819,2026-01-16,LinkedIn,data analytics,text,fast mobile money growth for data analytics #dataanalytics,2,Positive,571,60,13,4,4,14.19
820,2026-02-01,TikTok,data analytics,image,new campaign update for data analytics #dataanalytics,0,Neutral,1403,105,6,26,3,9.98
821,2026-02-04,TikTok,small business,carousel,fast mobile money growth for small business #smallbusiness,2,Positive,2374,88,36,26,5,6.53
822,2026-07-18,Instagram,marketing,video,expensive campaign loss for marketing #marketing,-2,Negative,1054,52,5,18,16,8.63
823,2026-07-08,Instagram,fintech,image,product feature overview for fintech #fintech,0,Neutral,1226,31,16,12,19,6.36
824,2026-06-19,Facebook,ecommerce,carousel,slow support problem for ecommerce #ecommerce,-2,Negative,881,42,6,15,15,8.85
825,2026-03-30,X,mobile money,text,slow support problem for mobile money #mobilemoney,-2,Negative,510,16,7,5,2,5.88
826,2026-03-19,TikTok,personal finance,video,customer feedback summary for personal finance #personalfinance,0,Neutral,2559,177,12,21,45,9.96
827,2026-07-02,TikTok,data analytics,video,confusing user journey for data analytics #dataanalytics,-1,Negative,1742,97,42,33,16,10.79
828,2026-04-12,TikTok,ecommerce,image,fast mobile money growth for ecommerce #ecommerce,2,Positive,1775,147,16,20,25,11.72
829,2026-03-31,LinkedIn,ecommerce,short,confusing user journey for ecommerce #ecommerce,-1,Negative,851,35,21,20,5,9.52
830,2026-01-25,Instagram,mobile money,image,simple dashboard insights for mobile money #mobilemoney,1,Positive,1271,113,17,4,5,10.94
831,2026-05-13,TikTok,marketing,carousel,slow support problem for marketing #marketing,-2,Negative,1426,39,16,33,12,7.01
832,2026-05-04,TikTok,personal finance,image,weekly market note for personal finance #personalfinance,0,Neutral,1564,84,29,26,23,10.36
833,2026-01-15,LinkedIn,data analytics,image,trusted customer service for data analytics #dataanalytics,1,Positive,1174,104,12,9,16,12.01
834,2026-06-18,X,personal finance,carousel,trusted customer service for personal finance #personalfinance,1,Positive,1150,105,15,7,9,11.83
835,2026-05-31,Facebook,marketing,short,trusted customer service for marketing #marketing,1,Positive,1307,54,32,10,9,8.03
836,2026-04-08,Instagram,personal finance,carousel,expensive campaign loss for personal finance #personalfinance,-2,Negative,1500,70,6,31,17,8.27
837,2026-06-26,TikTok,ecommerce,text,clear financial education for ecommerce #ecommerce,1,Positive,1247,63,11,18,19,8.9
838,2026-08-20,LinkedIn,mobile money,text,risky payment delay for mobile money #mobilemoney,-1,Negative,472,20,8,4,8,8.47
839,2026-08-10,LinkedIn,small business,carousel,confusing user journey for small business #smallbusiness,-1,Negative,975,52,12,7,13,8.62
840,2026-03-11,Instagram,marketing,video,expensive campaign loss for marketing #marketing,-2,Negative,1656,83,38,40,6,10.08
841,2026-08-20,Facebook,data analytics,image,product feature overview for data analytics #dataanalytics,0,Neutral,1067,91,24,16,3,12.56
842,2026-03-01,LinkedIn,data analytics,image,customer feedback summary for data analytics #dataanalytics,0,Neutral,1097,75,9,15,5,9.48
843,2026-05-27,LinkedIn,marketing,video,simple dashboard insights for marketing #marketing,1,Positive,1609,65,16,37,15,8.27
844,2026-03-27,Instagram,personal finance,text,product feature overview for personal finance #personalfinance,0,Neutral,1132,45,19,8,9,7.16
845,2026-01-14,Facebook,personal finance,carousel,fast mobile money growth for personal finance #personalfinance,2,Positive,1090,91,15,22,17,13.3
846,2026-04-20,X,ecommerce,video,clear financial education for ecommerce #ecommerce,1,Positive,1297,105,20,16,12,11.8
847,2026-06-16,LinkedIn,marketing,carousel,product feature overview for marketing #marketing,0,Neutral,1199,76,5,12,5,8.17
848,2026-06-23,LinkedIn,fintech,text,simple dashboard insights for fintech #fintech,1,Positive,967,36,10,3,14,6.51
849,2026-01-05,Facebook,mobile money,image,weekly market note for mobile money #mobilemoney,0,Neutral,611,50,6,2,10,11.13
850,2026-01-20,TikTok,mobile money,text,risky payment delay for mobile money #mobilemoney,-1,Negative,965,63,7,9,3,8.5
851,2026-01-20,Facebook,marketing,image,smart data analytics for marketing #marketing,1,Positive,975,59,5,13,9,8.82
852,2026-02-19,Instagram,ecommerce,carousel,slow support problem for ecommerce #ecommerce,-2,Negative,1421,94,26,14,15,10.49
853,2026-06-14,LinkedIn,data analytics,video,weak engagement result for data analytics #dataanalytics,-1,Negative,1216,60,9,16,7,7.57
854,2026-07-07,LinkedIn,ecommerce,short,brand awareness post for ecommerce #ecommerce,0,Neutral,1285,84,8,32,11,10.51
855,2026-02-01,X,data analytics,video,risky payment delay for data analytics #dataanalytics,-1,Negative,916,27,22,18,10,8.41
856,2026-04-13,Facebook,ecommerce,image,risky payment delay for ecommerce #ecommerce,-1,Negative,786,29,8,2,2,5.22
857,2026-04-25,X,small business,video,fast mobile money growth for small business #smallbusiness,2,Positive,1322,106,9,23,13,11.42
858,2026-01-13,Facebook,marketing,image,confusing user journey for marketing #marketing,-1,Negative,708,15,4,9,2,4.24
859,2026-07-08,X,fintech,text,slow support problem for fintech #fintech,-2,Negative,408,17,10,4,2,8.09
860,2026-06-20,TikTok,mobile money,video,new campaign update for mobile money #mobilemoney,0,Neutral,2412,85,32,66,24,8.58
861,2026-02-07,TikTok,mobile money,carousel,fast mobile money growth for mobile money #mobilemoney,2,Positive,2327,71,17,54,14,6.7
862,2026-07-23,TikTok,personal finance,carousel,confusing user journey for personal finance #personalfinance,-1,Negative,1496,65,36,32,24,10.49
863,2026-04-17,X,fintech,text,fast mobile money growth for fintech #fintech,2,Positive,762,34,6,9,5,7.09
864,2026-01-07,X,marketing,carousel,smart data analytics for marketing #marketing,1,Positive,1019,72,23,11,17,12.07
865,2026-09-07,Instagram,ecommerce,short,smart data analytics for ecommerce #ecommerce,1,Positive,1933,83,36,18,31,8.69
866,2026-04-04,LinkedIn,personal finance,text,simple dashboard insights for personal finance #personalfinance,1,Positive,980,99,14,9,15,13.98
867,2026-06-06,Instagram,small business,image,fast mobile money growth for small business #smallbusiness,2,Positive,1716,131,38,26,30,13.11
868,2026-03-02,Facebook,small business,short,slow support problem for small business #smallbusiness,-2,Negative,818,50,10,18,5,10.15
869,2026-03-20,Instagram,data analytics,image,smart data analytics for data analytics #dataanalytics,1,Positive,1386,103,10,16,9,9.96
870,2026-08-02,Instagram,marketing,text,slow support problem for marketing #marketing,-2,Negative,629,45,7,7,9,10.81
871,2026-05-07,LinkedIn,ecommerce,text,confusing user journey for ecommerce #ecommerce,-1,Negative,695,15,12,6,7,5.76
872,2026-08-03,LinkedIn,marketing,text,smart data analytics for marketing #marketing,1,Positive,790,79,8,10,2,12.53
873,2026-01-18,TikTok,ecommerce,image,clear financial education for ecommerce #ecommerce,1,Positive,1698,111,19,5,28,9.6
874,2026-03-22,TikTok,ecommerce,carousel,simple dashboard insights for ecommerce #ecommerce,1,Positive,2250,122,26,17,24,8.4
875,2026-05-24,Instagram,personal finance,short,new campaign update for personal finance #personalfinance,0,Neutral,1791,57,28,23,8,6.48
876,2026-01-28,Instagram,marketing,video,simple dashboard insights for marketing #marketing,1,Positive,2542,235,35,74,19,14.28
877,2026-06-12,LinkedIn,data analytics,text,new campaign update for data analytics #dataanalytics,0,Neutral,576,43,3,1,2,8.51
878,2026-04-15,Facebook,small business,short,clear financial education for small business #smallbusiness,1,Positive,1428,58,13,31,19,8.47
879,2026-04-07,Facebook,marketing,image,clear financial education for marketing #marketing,1,Positive,1045,81,22,16,15,12.82
880,2026-04-13,TikTok,ecommerce,video,product feature overview for ecommerce #ecommerce,0,Neutral,2229,200,46,61,9,14.18
881,2026-04-17,Instagram,marketing,carousel,simple dashboard insights for marketing #marketing,1,Positive,1905,119,34,33,11,10.34
882,2026-05-21,X,ecommerce,carousel,simple dashboard insights for ecommerce #ecommerce,1,Positive,1022,47,13,8,5,7.14
883,2026-08-27,X,ecommerce,text,weekly market note for ecommerce #ecommerce,0,Neutral,761,21,18,5,4,6.31
884,2026-03-26,TikTok,data analytics,carousel,expensive campaign loss for data analytics #dataanalytics,-2,Negative,1656,87,33,34,25,10.81
885,2026-07-19,LinkedIn,marketing,image,clear financial education for marketing #marketing,1,Positive,1099,45,25,13,16,9.01
886,2026-07-31,TikTok,marketing,carousel,weekly market note for marketing #marketing,0,Neutral,2086,123,50,8,9,9.11
887,2026-07-01,X,mobile money,video,confusing user journey for mobile money #mobilemoney,-1,Negative,918,39,21,21,15,10.46
888,2026-03-27,X,data analytics,image,customer feedback summary for data analytics #dataanalytics,0,Neutral,761,60,5,8,9,10.78
889,2026-06-02,Facebook,mobile money,short,smart data analytics for mobile money #mobilemoney,1,Positive,1339,130,10,28,22,14.19
890,2026-03-29,X,mobile money,short,product feature overview for mobile money #mobilemoney,0,Neutral,1080,95,21,10,6,12.22
891,2026-09-07,Instagram,data analytics,carousel,weekly market note for data analytics #dataanalytics,0,Neutral,1380,45,16,23,12,6.96
892,2026-02-12,Facebook,mobile money,video,risky payment delay for mobile money #mobilemoney,-1,Negative,923,51,7,25,12,10.29
893,2026-04-10,X,fintech,image,brand awareness post for fintech #fintech,0,Neutral,427,10,9,4,5,6.56
894,2026-04-23,TikTok,small business,text,smart data analytics for small business #smallbusiness,1,Positive,1287,53,7,5,3,5.28
895,2026-01-11,Facebook,marketing,carousel,smart data analytics for marketing #marketing,1,Positive,1189,69,14,15,18,9.76
896,2026-03-10,Facebook,mobile money,text,slow support problem for mobile money #mobilemoney,-2,Negative,531,23,8,1,9,7.72
897,2026-07-17,X,ecommerce,carousel,smart data analytics for ecommerce #ecommerce,1,Positive,1269,46,7,9,13,5.91
898,2026-07-17,LinkedIn,mobile money,text,clear financial education for mobile money #mobilemoney,1,Positive,850,68,7,3,15,10.94
899,2026-02-13,Instagram,small business,image,customer feedback summary for small business #smallbusiness,0,Neutral,1066,51,13,16,6,8.07
900,2026-08-14,Instagram,ecommerce,short,simple dashboard insights for ecommerce #ecommerce,1,Positive,1976,186,8,40,28,13.26
901,2026-03-11,Instagram,personal finance,carousel,fast mobile money growth for personal finance #personalfinance,2,Positive,1957,129,27,46,4,10.53
902,2026-09-01,LinkedIn,marketing,video,confusing user journey for marketing #marketing,-1,Negative,872,64,11,12,13,11.47
903,2026-04-27,Instagram,fintech,image,clear financial education for fintech #fintech,1,Positive,1518,160,37,24,15,15.55
904,2026-07-04,Facebook,mobile money,carousel,smart data analytics for mobile money #mobilemoney,1,Positive,1130,43,12,18,16,7.88
905,2026-04-11,Facebook,ecommerce,image,simple dashboard insights for ecommerce #ecommerce,1,Positive,1286,88,30,15,10,11.12
906,2026-04-04,Facebook,fintech,text,trusted customer service for fintech #fintech,1,Positive,678,70,4,3,1,11.5
907,2026-07-30,X,mobile money,text,expensive campaign loss for mobile money #mobilemoney,-2,Negative,706,15,17,7,7,6.52
908,2026-07-23,Instagram,ecommerce,carousel,clear financial education for ecommerce #ecommerce,1,Positive,1999,140,19,34,10,10.16
909,2026-03-22,LinkedIn,fintech,text,weak engagement result for fintech #fintech,-1,Negative,380,22,7,3,3,9.21
910,2026-07-17,TikTok,small business,video,weekly market note for small business #smallbusiness,0,Neutral,2495,107,14,44,8,6.93
911,2026-01-12,LinkedIn,fintech,image,brand awareness post for fintech #fintech,0,Neutral,976,32,24,17,6,8.09
912,2026-07-17,TikTok,personal finance,short,fast mobile money growth for personal finance #personalfinance,2,Positive,2718,190,54,25,13,10.38
913,2026-03-26,LinkedIn,fintech,video,new campaign update for fintech #fintech,0,Neutral,1479,96,20,28,23,11.29
914,2026-08-06,Facebook,marketing,image,trusted customer service for marketing #marketing,1,Positive,926,39,11,2,1,5.72
915,2026-04-13,LinkedIn,personal finance,short,weekly market note for personal finance #personalfinance,0,Neutral,1250,35,30,20,2,6.96
916,2026-05-19,TikTok,ecommerce,carousel,trusted customer service for ecommerce #ecommerce,1,Positive,2336,214,58,46,40,15.33
917,2026-02-16,Facebook,mobile money,text,trusted customer service for mobile money #mobilemoney,1,Positive,813,69,11,7,9,11.81
918,2026-03-15,LinkedIn,ecommerce,short,customer feedback summary for ecommerce #ecommerce,0,Neutral,861,41,17,13,1,8.36
919,2026-03-30,TikTok,personal finance,video,trusted customer service for personal finance #personalfinance,1,Positive,2715,236,12,25,21,10.83
920,2026-05-19,Instagram,small business,carousel,brand awareness post for small business #smallbusiness,0,Neutral,1251,72,10,18,10,8.79
921,2026-09-16,LinkedIn,small business,image,clear financial education for small business #smallbusiness,1,Positive,842,70,6,14,3,11.05
922,2026-07-02,X,ecommerce,image,product feature overview for ecommerce #ecommerce,0,Neutral,515,40,7,8,2,11.07
923,2026-01-15,X,small business,image,product feature overview for small business #smallbusiness,0,Neutral,967,40,7,13,2,6.41
924,2026-05-18,Facebook,personal finance,image,fast mobile money growth for personal finance #personalfinance,2,Positive,761,39,18,12,12,10.64
925,2026-08-22,Facebook,small business,carousel,smart data analytics for small business #smallbusiness,1,Positive,1158,121,15,9,11,13.47
926,2026-03-22,X,ecommerce,carousel,simple dashboard insights for ecommerce #ecommerce,1,Positive,670,38,3,8,4,7.91
927,2026-09-10,LinkedIn,mobile money,image,smart data analytics for mobile money #mobilemoney,1,Positive,1443,110,26,21,3,11.09
928,2026-06-27,TikTok,small business,carousel,trusted customer service for small business #smallbusiness,1,Positive,2544,121,20,35,31,8.14
929,2026-01-08,X,mobile money,short,product feature overview for mobile money #mobilemoney,0,Neutral,1051,70,20,23,15,12.18
930,2026-01-21,Facebook,fintech,short,trusted customer service for fintech #fintech,1,Positive,1306,124,26,27,6,14.01
931,2026-05-25,Instagram,mobile money,video,trusted customer service for mobile money #mobilemoney,1,Positive,2273,116,10,35,9,7.48
